idjournal,idvolume
1c4b84aa-fcbc-4863-9a85-7c8fbd75310e,da205510-07eb-462b-afb7-224596899a40
9750b82c-4075-4bb7-b07a-339a513134bc,a63341c0-1425-4bba-985d-82ec35fd65b0
408fe675-13be-4a95-b3cb-75a7a29cf1e7,b8b354ad-f0fc-4da9-970f-97de5129768a
eb0d0c00-cdc9-4df9-83d5-b56402f23b80,2f1c8d63-0b4b-4f09-8577-8ac733c819e3
b913dda3-4e51-4e71-b752-db343d6aedb5,e2e6eb48-d6e9-4bce-94b7-63f451be0813
241af18c-29ef-493e-a4ff-5a2a7ba29eb3,ee349f2b-4816-4ff3-a259-bd199dbeca71
c581e444-3666-4685-a844-47b7b70b7d3b,e6ab9ade-b05d-4d43-b5e7-b8898ce58f9e
5009ed46-a631-4cb1-a75e-a82a9dda2471,48378150-3533-46c5-8068-9f3d031bd0d5
c483919a-a01c-409b-b6c5-ed25e6d6d6aa,f156646a-4fe3-4c37-88f2-13898fd3b0be
ef3efbc9-a67a-4e40-8440-d5c4126a3129,16cea012-3c11-4e9a-876b-356f406c7f18
0ce7678b-017b-4b05-8d44-f299c27e325e,758eef10-246e-4b9e-9645-7106b9747671
7eba631e-d077-414a-b1bb-a7b2c89681ed,9fbdaaa7-8f4e-4f91-b84f-3c900c6bfcff
394dcca2-b570-4339-bfba-344ef0a30b25,6a3471f8-9682-40e4-a3e4-f0a525682299
32afd4d8-6a83-444e-9a23-ab64a2975158,c085e904-aa54-4a6b-87bd-fa4b89705bb4
68c877b4-10e7-4331-a875-1998e3402a38,8a60dc42-9483-41e6-bf1c-eca32c70caf6
41872238-ebe4-4a55-ac28-a21db048f232,35d2da4c-b167-4f35-98a4-2eadc0cc1a80
066af1a8-28ca-457c-baed-45aafb637fdf,3df1cebd-0d6e-4473-aec6-63c6456dea10
204e7d4c-6376-4ddd-9a16-22ebcdf72b97,29943406-f8b9-49ca-b2dc-0ad1680b26e2
3d82473b-0b2d-4c9e-9ef3-7d92e1269430,af000084-e5c0-485b-9896-511783ae836f
1e0dea74-9e72-417d-87c0-ed14b32196bc,c4161137-b3e8-414f-9155-133de08acd7e
36a3ed16-246e-48f8-91d3-83cc6411349e,d1618521-c9c1-4041-83ae-b19b03aebd81
f9934811-9db9-455f-b79b-8c7305eb604e,8f281986-c4f0-4e21-aa05-0a97e4273004
f3b07703-e62a-4888-99f8-c05e82abc125,56cff6db-a253-4470-8f89-5dc3340d03ee
d599c989-5d20-473c-a79a-1d6d84f22817,b19bce66-00fb-4f93-b2fa-b33603f9e502
bb40ca26-84ca-4196-b8f5-0305db943711,96e17f63-e10e-43a2-8ce5-3d97a7e1e24e
abcf7137-72c7-4bbc-807a-606fcfcebbf4,bb98704b-3755-41b4-91a8-56fa2173314d
1eaa8026-3415-4326-ab7b-9f6a7ca115d7,671dbffe-fed2-42bb-9e26-428b4eb07b82
5566ef69-fc41-4b4b-beb3-76497e25b426,ab8980d1-f47f-4443-9bb3-825af27bfbd1
d87c687d-b862-4545-8387-5b44eda8d573,82278eb8-025a-4624-aaef-282cb21b7cbe
55b03b5a-3a42-4d78-9577-c30752657258,d45880ed-dc45-4877-aec1-75085baf31c2
1c3c9856-9d73-484e-955f-83a2fee44652,4f71bc34-6a0b-4732-b4b7-f3b87a8fb299
8d785037-f4a6-4257-8b03-b0ec6f9bddd5,8026f89b-8f35-4f9e-bc34-4f390ee9302a
f5cfed44-652e-49a8-9f2e-ec3504d7f75f,5552edde-e463-4f84-99d1-fc9a88aea5e6
762608a1-24b6-4644-a5a4-ab73117507d4,89121714-5340-4d8d-88ac-f95a1e465090
c6d19cc7-1fed-4809-bb40-d7624797160b,e262682f-5abd-48f6-8278-063c4e97e0af
6c7e9e38-ee0e-454a-997b-d064fdf9e2f0,4a4c6810-3f6b-499d-8ab9-c604fa8a51f2
9c1c42c8-fdca-4bf5-8f6a-d1e0de0fbcfd,bb85fed8-fd9c-45af-98b2-e57f60c91fb9
c49ed15a-87a7-409a-a782-3b1e039078c9,9a12305d-c050-423a-b320-f66e43586cfb
12b82fb1-44b9-4c2d-b4f4-072e3d44c240,a49750e9-cc89-4580-b354-1c64e7fc20b3
e20f9d12-b143-4d09-9447-fa8031768313,1610720a-85cb-467a-824e-dbab3272885b
77436f5e-b1a9-410f-a4fd-112e818ab0ee,89c49309-90cb-4d5d-83d9-7e0870ba50d2
b6fde81d-b6c2-43e9-820c-ae3c28a3cd7b,d2a1d5fa-f323-430d-8b1a-22ddaba59324
80db8204-8a1a-48f0-af89-ce81273fef8a,a49750e9-cc89-4580-b354-1c64e7fc20b3
b562603d-2cc6-4609-880e-a08998c6b4ef,fdabc021-ffc5-46f1-97d4-2636736105a7
3f75a1fa-536c-4e4c-97ba-5f843cf7ffda,2fca99c9-352b-4e87-9ef5-19a9d86e1859
06f86fdf-1525-44b5-8699-645d744029a7,ba413091-17d6-4901-972e-e4d4d264cf0a
d6cec4f8-943b-42bf-ba3e-db3b6211be77,5420f2a1-9345-4392-97dd-b6c5193a8850
7b05874b-be3e-4d6e-a785-f7ab63b36bdf,e6d473c5-ba41-46d8-8e57-c8d1efc0ce2c
681a1a5f-6342-4084-b061-cff51308e7dc,8a91685f-ee62-4814-a315-ffee25ba67db
3d0da1eb-8d03-4e29-8d5e-79f4bad2e8f5,957fed32-3684-45fc-b94c-ac16b39802c5
b1b14265-3620-4f6b-b562-671148637525,8545d58e-e1c5-4180-9e65-183e998aceb9
46bde4fb-1488-4b27-80f0-0500ea781ea4,92b8a183-51db-4bb9-8a71-255d033eefce
849c4782-fc24-448c-85f6-48b64470a04c,a3b1cedf-1a30-49be-b954-d9a2b088026d
93a1a5bf-542c-4ba4-8118-7449f89e6e92,3b198c55-e2a3-408d-9c1d-1a60f6dc8288
0f28200a-24f3-4dde-b86f-b5f62474a4a4,cb5d6e60-be08-44c9-8832-310a46d634a9
d228aefe-7091-425b-b196-98b956b3222c,7bdba6dc-2732-464a-8f5e-2f5c75c8e81c
c532ed0a-ddcb-4852-8d25-c405dd9e709f,68bd3299-788d-4e4b-82d9-09f48a059033
721c6648-52c8-49ec-9dc9-940d2b26ff8f,6d206be6-5efb-424d-8a70-bccb48cd4f04
e166b6c6-2de9-4626-95c4-ae141511198d,aab2b938-2e8f-48bc-9f3c-83b8b785603a
4a2b6f60-6161-4ac7-9d09-079bf3e8cdd3,4c1595dd-9785-4e6d-92ce-c2735b65755e
fdd968ff-539d-438d-af12-37c1920058de,ea02b0f0-9333-44c7-859d-e1508ee60660
2c680c14-47ac-448c-bba9-4a6f04fe614b,f4c1636b-62f1-428c-80cf-113eeba1bd98
1fa0603d-6f29-45cb-aec9-88673f880d93,a2033216-a60d-4ae5-8e21-7ebb446cb311
aa4f78e2-e127-4bb3-888e-3ce06c00c155,bf8e0f7b-5932-4fa1-87d2-62e074478183
cb7d3823-b97a-45c0-a3f2-a1e39c2b1985,ae90be06-00cc-4b48-982d-002896f2b541
cce14178-7a68-4eb2-bb28-4ac2f449062b,9ae390d1-7926-479d-9d11-daedfbae427f
f5603cfa-a71f-4aaf-8ee9-21c866c98698,fe293e8e-5731-49be-b568-efe05f4322d9
6af013e0-cbd5-464b-a94a-6e49c5ba04db,ae90be06-00cc-4b48-982d-002896f2b541
2a9c574f-5c57-462b-b604-a31afb6301b6,cfc42caf-c36a-4083-b75d-0542eb51eff8
bf77ad57-e35f-4d5d-9ec2-d732ea7380d5,cd6177f3-375a-4e5e-b56f-5758ae274689
ec8ad4a9-5c35-4de6-b936-ada9a29e5b4a,021af704-646c-4201-b0bc-a7631877943a
eacdc1b5-6cbb-48aa-8e61-f25ee894b508,ee4909fc-828e-41c3-8b5f-e5e035c12010
1acf8711-c748-4c35-8249-5eaf2a171adf,7859badd-7d89-48f1-8098-555f33989fa9
f2ee1a68-54f8-4662-a0df-572a95e2eaa6,7382a2eb-73d9-4895-8397-392280f7ae34
c09e509f-65dd-4d08-a642-d90c28bd8184,74283d26-39c4-4570-a353-c663ffc72815
a1f53cd9-4dfa-4137-9575-f77ba259a394,a3782b22-3b4c-4949-9607-349a68064360
07c1a958-2d62-4327-b563-7512da4c7ce9,058a58c4-d089-4883-bc21-8c61c673cf28
c8067c8b-ae4e-4bc8-bfab-8d1400dee9a1,79d118d1-cd2d-4e02-9fbe-9c24d5724ab4
ae13718d-6eed-48f9-bac2-50dd0e43fcbe,92dbdc17-7823-44dd-984a-83b5abfa3be9
560228a9-8303-4acc-abae-5c5ba3a27351,e7693093-4109-437c-8b11-588ba33094f2
bd1b828e-27aa-43d7-882a-21d442fb273f,d36787d0-3f89-483e-a428-7fa6d0e14b36
2e07bfe3-bdd7-44e3-a37b-c61341b712c7,846bcae2-de14-4176-9ccc-863365c38968
d62ec6df-daed-489d-95f5-965f12dd01a1,62627009-82e1-4ecf-9097-8109382669dc
cba88d0c-95e6-4471-b1d0-bb03e82480f0,dcafeb64-d499-4be9-ac53-13881f4c56b3
fc717c5c-65d6-42a5-8b61-690da3f2f62a,7003cbce-11d1-49f7-9ab1-4d3c27f9eb44
bae91660-813c-4cdf-a886-8556da4ee3b4,3aea9558-796a-4879-b7bf-739067b78c0a
63139a86-312c-461c-87c6-925d50e11838,a80a8d02-3bba-4499-9439-2bdd98ffbffd
df2ddbc0-fcad-4bf6-a5e2-17796764333d,ccc16612-35f9-4b8e-bf97-9602f35ed279
7fe82f5e-12c3-4fb1-8f37-9f59fd55819c,a092d340-7929-4818-b4be-6ac2e73cfe4e
895183af-7ecf-4d95-8811-92e40d3752a3,a579f4bd-c38f-48f9-a232-b46688ea8afc
5683e2d8-5808-4166-a894-a3fc79799920,a5bf9da3-1fdd-4b6c-8d74-7f4c92044f08
fc9e2800-e495-455d-9b15-04ad3404d365,09f5570d-e251-4499-a94a-1dbee52a77f9
00f50560-bc87-41cc-bb0b-ca73450d7168,a00b4203-0b25-4886-88e6-e57a0d5e52a9
3c759638-10c4-45b7-aafe-03bdf6232e5d,53c54756-c39d-43d5-b407-39a217b2479e
a670e3be-f0c4-41ed-91d3-ff71c77654c0,93f102e7-76e3-47bb-96d6-cbf85b54dd49
de49c843-4e7a-4006-8fa2-0c1b800c6b70,69a58b16-2bae-4785-a8d7-9d660831e438
339c694b-b36e-46d3-aa25-eaf212a1df7f,5552edde-e463-4f84-99d1-fc9a88aea5e6
9179f022-bb0a-4048-8822-7a2cdc4e64d7,76c3cfea-3573-43de-9988-eb509e133f4a
cbcc7dcc-5728-40e2-8ea1-1b8c7877a1e8,da205510-07eb-462b-afb7-224596899a40
a5f4a1c8-81bf-4eaa-9c45-afd66772938f,64d2f750-ab39-4bca-ada5-50986cc8506d
7854d3cb-8d9a-442b-8b15-d01c41527eb5,65f8c1c1-d72b-474f-9408-08708ad76ace
4d3fd119-f2fb-4d16-ae75-0e05e650c000,e185f34d-a5d0-4c21-8957-84c48950409a
f3017d7f-39a5-48ad-9583-31ba09a9a994,49d7eea0-5efc-4dfa-a24d-58a643f15d91
41eb132b-2c3f-4847-871d-b7e28b215273,00252e64-1be4-4c58-9cf4-f180e70ca9d4
0e43732d-203f-4f2b-8166-d77640b67559,f6bb6b9d-5470-4c99-8410-c53ea23517de
b383f7e9-2e8a-44a9-8289-cf63ce7010db,f0be792a-052b-4a46-a9b1-9ca6cf4012d6
647f49bb-fc9a-4f35-87fb-0e611376e6bf,2efe6aef-d011-40ce-adba-cf5a4badc958
4150468f-9350-43f0-9e58-119725967a61,9c99b03f-afde-48ad-a00e-27d4deaedb7f
c699631b-2fee-4526-b555-bcb2783bf0f9,a092d340-7929-4818-b4be-6ac2e73cfe4e
3fcc0294-2458-401d-b9d2-1b5c5418706d,c207f32b-ce06-4982-99e7-24770725c8d5
769327da-8931-45ea-a2e2-111c2066136d,19837c2e-ff03-4185-acbd-8b95238fca2d
3ab4f4d8-a026-4366-a768-a32e633abb26,6f8c307f-5099-4c86-916f-d9dc49e173f4
71e4abd6-40de-4265-9ad2-c18c355eda97,7950c953-8d64-4189-a14c-e718ae7f12a4
9a2c8ae0-e67d-4a2c-946a-2f734bb130ee,a938a5f7-f586-4341-bfb4-f19df3e7da89
08b1f36a-afab-4cb0-a80f-4914779c3996,67e82519-bc7c-4cd5-8813-65188e4e30dd
04431a0c-06bd-468b-a9d2-f4d9d1b8b5bc,1eaf7b96-29fe-4c5c-86b5-b376ebf8c601
86c29ca6-0f1a-43ec-9742-1cea42a97dd7,287c0c3a-256b-4b76-9bcf-2108a4030679
73c801da-2194-4c5f-adcc-77c7a31ff439,002a0d48-925c-47b3-83cd-59d1cf570cd6
2c8d909c-cc38-43f4-abfd-88f57c0b37c4,5cd7c928-5f81-44bb-a96f-cca5c373bb62
ee733b41-9262-421d-8280-95c0d64e1351,55b403e4-11ea-4d14-848e-ffff03bbf05b
2f8e51f7-ef3c-44c7-9223-5544714fa33d,c0f28c84-986c-4874-a4b7-6c419bbcb219
0f9b8d16-d9de-4905-9d2b-7e71fbf30caf,558fc12c-b867-4bb3-9223-5cd6ff582a29
1455ba1b-0c47-40a9-b760-f9e6be09ef86,92dbdc17-7823-44dd-984a-83b5abfa3be9
327dbaaa-acff-41f1-b241-7dea5019c98a,4b3139dd-246c-4881-bbcf-b1a176806d8a
143e8535-77af-4920-99ff-4a00f8e64f0a,71d6bffe-18d3-4b14-ac96-3fa9a172a87a
7a2cad9b-f3ec-4436-9fe5-0ef991695937,b5819f4b-8a55-40da-aa54-4437d470ebcd
15fa343b-b580-4a60-ba34-dee1da74e097,4a852ec2-fe16-482f-a7ad-f1c4ae5ce103
70afc3c1-8517-4690-846d-099fc93368ef,79dcde41-f550-47b7-8ca1-8449dca5db83
547d6e1d-d96b-478e-94ed-a71afa6668ba,b634ea5c-bb76-4042-bb16-f4f299a05f65
7d3f50a1-0d45-4e2d-9e20-34e6406486c1,c2e08477-719a-4ed0-88f7-2f9c3881bc0f
c1207e0d-c25f-4bcd-a32d-67e2ca3c704c,9b82adc3-dcd1-4a9b-afc0-e6220dab4495
baa9e6a6-a8b1-40db-aa62-cceefdb0b17f,a6dd14ff-5afb-4db5-983f-4b5f00afe133
0b052485-1104-4e94-bdfe-4421306bd426,9d50c881-7391-490d-bb15-a0c02f282b0e
b0d76d7b-384f-456a-ad32-0f28030d5fcc,65f8c1c1-d72b-474f-9408-08708ad76ace
6868e7b1-3f44-48b8-acf4-6ab1ed00be47,0d1373f9-ba91-4d42-b31f-d316c59c9e23
84fe7c65-a622-4bac-a394-10ac93bfa2e1,1da243d2-3c40-4635-856b-b69fa84dae1d
fb73be9f-829b-46ff-bc3e-a2b97b49c877,38563b08-efac-488c-b5cd-589ec23ce699
72a550eb-0aad-421d-b0e9-8d7886d27a49,cd134127-cdd5-45d5-880e-ff1c8a998637
abe5e43f-46ff-47b5-93a6-6016c2d3ffc9,25f2513b-b6f6-4b87-8383-103ed92a43d9
3612a410-8d74-4466-a815-c885e91634d4,a0958ed7-75bf-4f5a-87d9-3c777ffe9cbf
f72784bd-add4-4b5e-8555-a17dcb74cd76,be95cec1-4e19-4985-b39e-810731fa4691
ede535c7-0592-4d7e-90ae-f34597654841,e1fab917-d2bf-4e5d-846a-2a46b8e52a27
618fb193-08c2-4402-a953-7935ba1ab744,45c43f26-607e-4141-9d6f-0f3670d841b1
77af6de9-499b-4a27-a13b-e3b56e20dff3,9743b5c0-0156-418b-9567-ea3e5b71d5ba
d559c648-76bc-42fd-ab5b-cfcabc833fee,793b2420-afec-4c14-a2f6-daf6dd808528
49898c89-061c-43f9-b194-ba44c0718471,263ac0d4-4983-4df0-a3b6-c4fe52a7036c
0a251711-15df-4d55-8f75-76c96d890df7,558fc12c-b867-4bb3-9223-5cd6ff582a29
d0a77042-9ffc-4eb6-b884-333df396294d,48127d0e-edcf-4e59-8086-099a053a8d10
7e9d5532-b172-4c79-ae6f-1e1920792ef1,e7f1bb8c-edc5-4596-9400-a9605d254f2b
e086b34d-efaa-4e88-b116-40b203b24bb7,2a7ed00f-3a47-4fb6-a049-87b626162239
5ec5ad93-a657-4450-a8de-c1fd54e27262,88d9ee09-0d92-46f5-8299-a2b9d0d752cd
a4b2c966-7223-4eb7-aae2-05279fd5858d,9bb671ae-cfa2-4530-a0b3-8c46c374b45e
a645ae6c-c13d-40fb-b6dc-3ba54d1e096c,839c4432-36ce-455b-8d8a-ece2a0e9f0af
bd21d36e-132f-420e-8ed4-e13c427b14cd,d45880ed-dc45-4877-aec1-75085baf31c2
7af42733-6ba2-4ea2-854a-6bb7091d02a9,b5819f4b-8a55-40da-aa54-4437d470ebcd
ace63044-908f-4997-a620-eae25465d227,35d2da4c-b167-4f35-98a4-2eadc0cc1a80
d359c768-c083-436c-8b9a-8d7b5b9fa8b8,0fb2bb53-2910-4daa-9f9b-acd932ef2009
0ac98512-1b20-4003-a26c-dd8a0e0acf47,f69f825a-603f-4a24-8a91-74211aae004e
76d17231-9bc6-4693-85eb-c038edb188cc,18e21cbf-ed4b-4feb-8eb5-0d353d039972
02a36972-114e-4c6c-b1f6-793c406d30ac,ccc16612-35f9-4b8e-bf97-9602f35ed279
9e768aed-85a8-4c7f-ab17-0c19c1a0ae67,cb9da2f2-bec6-41d2-a74a-bcb949d2ede9
c940eb49-8862-4efe-a7ce-49f8fc0c64a0,1f05fe73-1864-4038-bed8-b0172ed32092
1e8d7a96-84b6-4d06-a760-6ce739251e68,0fb2bb53-2910-4daa-9f9b-acd932ef2009
d5c9408b-de16-4c9f-999a-d3c72668c67b,c09d396e-78aa-43c7-bc67-9e9e6b80c72e
83a7abf7-4cca-4fdf-b373-7da70dcbb4ef,e477b19d-b2a6-4f06-bef9-a9ad0645c818
03c4cb53-6aa4-4bd1-a6e6-5ae8e1209471,5f068952-4db8-45df-a161-020c7a92bcff
31083eac-becf-40d1-bb7c-4e953d850ee6,b21fbe1b-02fb-473a-8a70-f8e75209cff5
84fbf3ef-40b9-4be9-81ce-63261795646b,1f05fe73-1864-4038-bed8-b0172ed32092
f3018629-9c85-40f3-b53e-ad3ed3ae8220,18e9eebe-2a7b-4a5f-b282-7c2ea5f7336d
987afb89-5b98-4cb5-bbfe-4e8fdabc4360,67e4ca1a-6ff2-402f-951f-5c8d015d8389
8cdd81ff-fbab-47ef-9088-cdffd3eb38d3,ac372446-f6e4-4270-85f1-19ede87212db
055c4dd4-7c0c-46e0-b3fa-ab1bf1215c8f,5eb0a02a-742c-471f-acd9-327374721cd5
0f21c597-5844-4803-9300-d150353bd83b,441bb969-a399-4364-9613-656c2d310235
3955ca3b-0798-40cc-9846-b474911c6e22,498df3de-c674-4b86-968b-cedd56dba417
50bc9e5d-1ced-4453-955f-df412afa5104,55e76175-b1fb-4c23-9068-19a8d3b85389
defaa0b3-7efe-46cb-a6b7-3c7fdd01ca95,042f4db0-d808-44a2-9b98-e563435a6a26
a1092e7d-c89e-462d-97ad-d365bc3284e3,fe293e8e-5731-49be-b568-efe05f4322d9
8a2b8f4e-1aec-4ab6-8d64-8ec93a840f29,3abec6f8-29fd-49ed-8326-c3bd2401f9e4
324555ec-dc66-4f03-8778-7d85e3452388,aa41e999-84f7-4a16-9b3d-2450858431bf
df2b6f2e-ac39-4018-948e-c8cbeeb46167,01958776-86cc-4930-b669-db100dceb26f
31038b3b-bc1d-4204-a6bd-3a7db05e4e7d,9e970cd4-de3c-4ffe-85f8-cf0305872c17
f9ec8476-390d-46d7-af31-581da842d868,8cf82f0d-678f-43d1-858a-18cee83f5819
464a1642-4e74-4c0d-bec1-4c1a99cf94d7,4a4c6810-3f6b-499d-8ab9-c604fa8a51f2
431994c7-715f-4eaf-8b59-85ded62f453c,586bfa7b-10e7-4d26-8f79-6359fe8218b0
30094f03-a182-498f-8c28-511ff57e97a9,447e5487-1fff-42ff-9099-014b2551a9cf
66dbc7f8-11ae-4a1b-9e9b-9b66be59f80c,c66e1b13-b8eb-44b3-b81a-382d9f8284ff
b65bd202-eb91-431e-8ab4-f8060f9d4266,865b09cf-cac2-40a9-ac77-7a67b8c67b99
bc0b430a-f9f9-47b3-92b2-84b81f8490bc,b8e69573-8612-43ed-8c8b-209ea58640a5
8e172165-aff6-4370-a90c-7474826cecef,74fa24db-1e85-48a5-956f-0c0d4a3e9a88
c8137fe5-5bbc-46b6-817c-680532a6e11b,9ee063ce-efed-48b1-861b-698a5e5977e3
65db5ea0-9141-4e28-ae64-4b175e16edcb,be2a3cfb-e8b9-46c0-b4b3-b2c7b542e9a9
7983cb70-441f-4893-aa03-87df71e13d4b,fe503c9c-38d7-40a5-b1b2-20bd225d2aca
af64e468-e04a-4adc-83bb-3eb7015e1bf3,b801d668-0524-4583-abc4-2c1dc34497a5
97ea24f8-2c0a-4fef-b1ae-fa471312dd1f,71c9aa1b-7bed-43bf-bdfb-bc9679702181
b5f3afd4-fd50-494f-9f2c-349d26acb66b,4d0a21d7-eb3d-4ac5-a222-5c05612c81c6
23806b0a-a18a-4f10-8ad8-3ec4502cf5df,c20f51a6-2f14-44dc-a1e8-f992509e6fd9
ce131665-c090-43fb-815d-1704edb5b2ae,ca94c80d-1ebd-4197-b79e-b8c4bd447b34
dcd96e10-a616-4dc9-937b-67db8fccb59f,7382a2eb-73d9-4895-8397-392280f7ae34
0a1d85bc-fe6c-4e12-a074-a2a50b527ab3,09a5789e-538a-4c4a-84b8-5fb565872c86
1f422f33-84ce-4b8c-bcf8-d52c0294ac66,8a60dc42-9483-41e6-bf1c-eca32c70caf6
ea667738-0d47-4e66-8869-1168744b2e39,01958776-86cc-4930-b669-db100dceb26f
761c8048-deaa-46a3-b2b4-d4c63ccf4b9f,1a47d6eb-de81-46f2-b6f0-1f3f8fa440de
b3e3d15e-0801-4ab0-b3e1-341f56fa7769,19837c2e-ff03-4185-acbd-8b95238fca2d
8e8d9ace-4450-4164-a67e-5446dc3243f5,f71e3b8a-848d-481b-9591-6a3b9b5d9c2e
01747a62-9920-470c-9610-d4c447a41677,29943406-f8b9-49ca-b2dc-0ad1680b26e2
2f420066-2a18-4c0f-92b7-7eb4e7c2a5ab,18e9eebe-2a7b-4a5f-b282-7c2ea5f7336d
3d181d50-1131-45f5-9447-ac862bd6844d,3df1cebd-0d6e-4473-aec6-63c6456dea10
e1dd9107-e78d-438b-93b6-dbe8284ec0fe,cfc42caf-c36a-4083-b75d-0542eb51eff8
f0618738-71df-4379-ac80-ffc496d6c9a7,76fcd71e-e78f-4d2f-b798-be7237aeaaa4
27aeba4a-2f57-4ae9-979b-dcf6a26bf148,0fb2bb53-2910-4daa-9f9b-acd932ef2009
76625217-e10f-47a1-8942-33646298fdd1,db93fa24-cf6a-441f-b0d6-ea8b7596b9b4
b04ac697-798b-4eaf-819b-5c396e628575,3b50942b-e86f-4e60-b5fe-52227db37ca6
76fab6ec-2940-411a-98c9-927d620fdadd,2ae1c5a7-fff7-44fe-ae4f-fc957ca5d9ce
795a4157-b91a-4906-b89b-17f53369f315,1cc27641-297d-4f93-b809-2462a3c01ff9
a4bda87b-99f5-4883-8aee-8b6cc9860bb3,ef78d7ce-2b2e-4873-9df2-14ce686e2a8d
956b0dd2-7259-4d5e-9a8f-cf36aa4dd14d,91fb795f-d2b0-4785-b7d0-7c1da3b6697a
6576f636-12e2-466b-893e-f67842ce0fce,b9b0a063-f9bf-4ffc-80a8-88ebae6fa35b
31f40352-bb1a-429f-8361-50820ddf196a,b524daa8-86f1-4087-87ed-87e9ffe752ad
fd6cd2a5-3efd-4f55-81bd-ba454808ef11,f6c0ab57-d601-453e-a44c-59217418b886
89f4cc98-7582-461d-98ae-07922f040c15,a4ca6172-5189-4064-8529-d2823bd0cdf2
6e037c47-a10a-40ac-a6b7-e5fca3d8fdd3,3182558c-dec3-43d6-a7bc-cabbef4e578f
84f4e146-a1dd-48ec-b3b2-5bf47293024e,ac9ac0d7-e25f-45c0-a008-6e7d0b1bf62a
f94d9592-72bf-4336-8385-0615aeac74bf,b504e537-a3f6-406a-ae62-93dfbea09da2
86264afb-6b0a-4c23-ade7-de9f6692457b,57339310-cec6-4e0d-a810-4274f259ec77
d802b5f0-9242-46d3-a506-b23bf9ba9621,dd765871-2c53-4339-b59a-03cb3e0c8c76
e3a3ac4a-9336-414a-9cbd-98eac9fa2795,8ded9c84-4d87-427d-bdb9-7c617cd3d88a
fb05e284-ea71-44e9-a1fd-bcba907aa294,c0d76804-c711-4ac5-a1db-2681f3d769ee
1878942a-c693-4280-9413-017dfe6cced6,60a9680a-6745-4b40-b689-1ceec8be7bd7
469faba3-8121-487a-8d26-a16c14772c5b,9c389ce3-c70c-488e-9744-d1d3fbf4777a
ddbf9bdb-f083-4e9c-9dd2-adc59580a462,d4ee5749-f633-4156-9cf1-012173ffbc58
a4961c64-b00a-4278-8946-30570a301fe2,461cdd9b-8656-45dc-97f2-09409f066261
04143537-737a-41de-b2e5-8e1500993f90,bb285dce-10cb-4dd5-b67c-1cbf65bda246
e3ddd9b4-e147-42c5-9a1c-da3db4aebcdc,e171a30a-d577-42f1-8eca-dde3c1077367
a4cab0fc-a478-46f7-8fd8-7ac6edd331c3,19d118f5-a6d1-4017-8f93-6ec0c76f24dc
599af9a6-065f-4855-85d0-c6ee4704257a,a579f4bd-c38f-48f9-a232-b46688ea8afc
d340c21f-ca83-4f03-8a59-dc15ca81387f,24579d11-2129-4282-9937-4339a46580de
aff92296-5bc8-45f5-b036-70ab74b5e90e,1cc27641-297d-4f93-b809-2462a3c01ff9
